J0028.8+1951 7.2009 19.8508 0.1276 0.0754 1.910 6.315 761.78 1.0547E-12 3.7903E-10 5.1818E-12 1.98 2.4337 8.006155E-09 1.844573E-12 2.725 1.387817E-09 9.061803E-13 3.104 4.395544E-10 1.012709E-12 5.529 9.198032E-12 6.005888E-14 0.458 9.879995E-12 1.490026E-13 1.023 4.254417E+01 bcu
J0029.1-7045 7.2961 -70.7555 0.0398 0.0354 57.700 12.061 1257.56 5.0591E-13 6.6322E-10 7.9611E-12 0.61 2.2845 1.254620E-08 2.932200E-12 3.706 1.683893E-09 1.118369E-12 4.266 5.124556E-10 1.197672E-12 7.226 1.704222E-10 1.131871E-12 7.441 2.651226E-11 4.221450E-13 3.936 7.449410E+01 bll
J0030.2-1646 7.5656 -16.7749 0.0267 0.0246 3.800 9.160 5034.04 1.5811E-14 3.3229E-10 4.7664E-12 1.33 1.6472 9.871282E-13 2.456722E-16 0.000 6.054251E-15 4.335043E-18 0.000 2.480858E-10 6.174253E-13 4.858 1.151230E-10 8.243184E-13 6.070 4.790756E-11 9.891321E-13 6.576 6.429773E+01 bcu
J0030.3-4223 7.5895 -42.3954 0.0329 0.0318 61.950 28.754 415.29 1.8505E-11 1.2121E-09 1.9766E-11 1.51 2.5805 3.617970E-08 8.220901E-12 15.177 6.815618E-09 4.377737E-12 17.324 1.141048E-09 2.592737E-12 14.639 1.271672E-10 8.168075E-13 6.605 1.835798E-11 2.632754E-13 2.405 1.697700E+02 fsrq
J0030.4+0451 7.6162 4.8656 0.0131 0.0125 40.580 80.763 760.32 1.9786E-11 9.8267E-09 6.0675E-11 19.30 1.2836 2.985785E-08 7.642278E-12 10.729 2.277852E-08 1.650760E-11 45.195 8.227842E-09 1.954649E-11 56.181 1.328772E-09 7.491402E-12 29.678 3.952055E-11 3.661681E-13 5.331 4.956704E+01 PSR
J0030.7-0209 7.6977 -2.1574 0.0438 0.0427 -74.770 14.974 696.71 2.8394E-12 8.7114E-10 1.1273E-11 3.14 2.3781 1.459895E-08 3.381400E-12 5.240 3.926752E-09 2.580202E-12 9.160 7.443094E-10 1.723965E-12 9.208 1.331995E-10 8.752316E-13 6.265 1.449849E-15 2.230427E-17 0.000 3.508627E+02 bcu
J0031.2-2320 7.8130 -23.3427 0.1108 0.0873 -65.100 4.245 1541.37 1.0765E-13 2.3726E-10 2.6608E-12 1.81 2.1391 8.585567E-12 2.035100E-15 0.000 6.019531E-10 4.065853E-13 1.849 2.325753E-10 5.512904E-13 3.952 6.164470E-11 4.163752E-13 3.516 2.652446E-14 4.465586E-16 0.000 3.350633E+01 NULL
J0031.3+0724 7.8299 7.4145 0.0487 0.0402 -52.290 5.097 4521.00 1.2088E-14 2.2477E-10 2.7287E-12 1.06 1.8239 7.637954E-10 1.867687E-13 0.173 1.484382E-11 1.040638E-14 0.000 2.177214E-10 5.323879E-13 3.319 2.965865E-11 2.079245E-13 2.363 4.382822E-11 8.392304E-13 4.689 3.301685E+01 bcu
J0031.6+0938 7.9225 9.6478 0.0583 0.0553 -61.430 5.067 645.51 1.2435E-12 2.3451E-10 4.2571E-12 0.61 2.6572 5.872115E-09 1.324799E-12 1.608 1.714236E-09 1.091813E-12 3.514 9.911147E-11 2.236039E-13 1.420 2.765198E-11 1.761180E-13 1.892 1.993328E-11 2.788158E-13 3.334 2.881979E+01 NULL
J0032.3-2852 8.0902 -28.8767 0.0480 0.0450 -86.640 4.890 1646.36 9.0974E-14 2.2695E-10 2.5872E-12 0.02 2.1895 1.629795E-09 3.844277E-13 0.804 7.824625E-10 5.254168E-13 2.390 1.440145E-10 3.396941E-13 2.869 4.165129E-11 2.796847E-13 2.314 1.787083E-11 2.950209E-13 3.461 3.801708E+01 bll
J0032.3-5522 8.0939 -55.3688 0.0340 0.0291 16.010 18.135 907.48 1.4865E-12 9.3281E-10 1.1123E-11 1.37 2.2746 8.318840E-09 1.946082E-12 3.327 3.843092E-09 2.555336E-12 11.075 7.327444E-10 1.714158E-12 10.818 1.520143E-10 1.010768E-12 7.409 3.515439E-11 5.618385E-13 4.581 5.107610E+02 NULL
